t,x,u_exacte
2.7440675196366238,5.179377176655176,0.004676368824658784
3.5759468318620975,6.348490171018703,0.0025679810606176203
3.0138168803582195,-4.355971173731383,0.00957296488868325
2.724415914984484,-4.896878951877204,0.005883968490599845
2.1182739966945237,-1.1728475440035062,0.045470049744192324
3.2294705653332807,-2.122864848134225,0.028078018667708836
2.1879360563134624,0.15638135124310715,0.051330899969706245
4.4588650039103985,-5.768315969154825,0.005043129588258638
4.818313802505147,-0.1239904992991736,0.027414618549617555
1.9172075941288886,6.255048456140543,0.0006146886280030956
3.958625190413323,7.657667845356514,0.0010074518125207635
2.644474598764522,3.3352452493713525,0.01726250495561619
2.8402228054696614,-4.23739072103875,0.010018388970245705
4.627983191463305,7.46490236683502,0.0016389785512340238
0.3551802909894347,-1.5754417801059155,0.04449804956686383
0.43564649850770354,-5.363856194702303,3.214302122758858e-06
0.1010919872016286,-7.308053819840623,5.0912337690091015e-18
4.16309922773969,9.233377158856069,0.0002508002543689455
3.8907837547492523,-8.240416910705255,0.0005520668559604181
4.3500607412340955,0.5952092986945559,0.029602996354951783
4.89309171116382,-5.956454568856168,0.004818303045153046
3.9957928210836178,7.365607909240083,0.0013339702427014818
2.3073968112646592,-6.109466129810823,0.0012919457389482612
3.902645881432277,4.729595187675859,0.008639605867361866
0.5913721293446661,-6.6976806317668185,1.6713573593842122e-07
3.199605106637619,8.762244973932248,0.0001498525825917453
0.716766437045232,3.2664999888537096,0.005996578165338272
4.7233445852479194,-1.6975827006459898,0.02418972176754033
2.6092416087503585,9.249650194715148,2.5689069661284954e-05
2.0733096999526177,0.4810172311597416,0.052010489742510484
1.322778060523135,-2.3185254137646805,0.02972539306492288
3.871168447171083,-6.75048993184509,0.002107816952959427
2.2807516610827427,4.421786327427881,0.007252713423879573
2.8421697443432423,1.926658875791622,0.0317027250626233
0.09394900218177571,-5.54214306044011,3.4027210040722686e-11
3.0881774853793855,-5.000763307021576,0.006176730759701802
3.060478613612107,-5.592357434859149,0.003814455693156037
3.0846699843737846,-0.08316270036412554,0.040205260015790105
4.718740392573121,-9.054213740759923,0.00045247904450122984
3.409101495517417,-4.2150503088466245,0.011042862596872921
1.79753950286893,4.732478879947166,0.0037907039254774255
2.1851597689967073,2.4245980666534965,0.028166335326487824
3.4881559796363244,6.371922890092058,0.002415055213100678
0.30112735814634917,4.896499098315854,2.4718154734520313e-06
3.3338335772283383,-9.574453252793178,6.322033975954504e-05
3.353189348090797,1.3913826822448208,0.03293776529548981
1.0519128053692044,-1.2316654639333162,0.05895411942656078
0.6446314882742665,-2.773999124551989,0.01154245670998829
1.5771417546209192,9.847631729226489,1.0915826580596643e-07
1.818553854713113,3.1392674151048983,0.01761657918319174
2.8509838520893984,-4.9785985372262616,0.005788884157089155
2.193007567311602,0.6573211740933065,0.04915799023328066
4.941869190296131,-8.095361337879181,0.0011408652815922495
0.5102240537401403,4.9054655955558,3.987109045250891e-05
1.0443837804741736,-3.0469652075934572,0.013178461316341976
0.8065475894249813,-6.622332543223282,2.79474578035371e-06
3.265541627326992,-6.751570740411051,0.0015044603482938378
1.2664580126989105,-9.695422692595368,1.3316548504578125e-08
2.331553864281531,5.557605065141901,0.0024761295689361995
1.2221279600080137,4.573997513888825,0.002088979822311327
0.7948479182275986,-0.2994821500080569,0.08843694108445307
0.5518757058215257,-3.8807048819213152,0.0009657816291821443
3.281647947326367,-2.167766945395824,0.027480396441765146
0.690914756743069,7.681769838810169,1.4928304559235832e-08
0.9829118084002675,-7.574004555542448,7.245665451414063e-07
1.8436258533048204,-9.408705197475879,1.4747513010887401e-06
4.104966149239676,-5.685511005805788,0.004969767106619403
0.48550637896530635,0.41371266627629844,0.10479861933139005
4.189724537494019,-9.846341636101116,0.00013287339682177755
0.48049203946981534,-7.91470531713129,5.453942338525989e-11
4.882297325066979,3.9572796373342367,0.012633404387826527
2.343256008238508,-1.0387428575621271,0.04427273114952795
4.883805440951686,8.97277920028569,0.0005370026405786599
3.02422759872523,8.215331352052228,0.0002360893906290335
3.6963178969915083,-4.470842071979087,0.009804839506521234
0.19593896127160337,-2.445681398820083,0.005135232392692732
1.414034812882048,8.363434626752927,1.8372119909317426e-06
0.6009828060658445,1.5851518943498633,0.04879245857823522
1.4807009876107247,-2.6055618446953854,0.024585864976828183
0.5936385947712203,6.008134107098996,2.3199768701890476e-06
1.5899158969698801,8.490082152045517,3.507645074966957e-06
2.07131497257335,3.4698612940715705,0.014589464830884342
0.3207374817439218,-5.381928444921968,3.960025723241915e-07
3.4623605968500994,6.385210316914652,0.0023572157936713406
2.8330072710328755,-1.5894767717197205,0.034954556957390526
1.326947454697227,3.960931598249468,0.005797873535973677
2.6162402673334983,-0.27292767232995985,0.04517520771528464
0.4697025537922084,8.817298088348753,2.1014960943247443e-13
2.8797324777808964,-8.632495189625233,0.00011015573594577824
4.646480987881071,-6.8840659118499214,0.0025260335997437204
1.5928447622566182,-6.108634763677139,0.00039773364905585664
3.3370518998184084,-5.579989866809976,0.004317828090280514
0.6589893120219609,-5.291447632790758,4.443542162869832e-05
3.5816360205928275,-6.942995902885334,0.0015374898890915065
1.4470304647360055,3.858351047001701,0.007410888483513807
0.9159568100355842,-5.6368850346438375,9.290688961190341e-05
2.9325646740504157,-5.290930379555682,0.00463697285750144
0.10053773093746776,-6.05223475555772,7.548023029905862e-13
4.144700146086816,-2.0262556061775605,0.024951654064744037
0.023477380962735328,9.171862059726962,7.633324767286362e-35
3.3890826839811505,-2.6643956089597864,0.02293592001015191
1.3500398659608241,-4.047516406717236,0.005341291157020275
3.6759701106129743,-8.62800818192008,0.00030525003964111067
4.810942725587191,-2.949449367215342,0.017878067246720482
1.24376571759979,-5.3560790740465025,0.0005938817076000158
2.8807866720891844,5.258546760433369,0.004656914259221005
2.9602096563591953,-7.767434002874774,0.0003781190386848791
2.861259528954367,-7.126379160915899,0.0007194739886371712
1.1154081632030914,-4.429793982437722,0.00210645678494994
4.763745057584925,-4.2394634132938975,0.011319367944807205
2.2356268930881367,6.9260987339222595,0.00040718876657447355
4.232043362355639,5.825673129009745,0.004659471629641934
3.4973963765875213,1.5727126641045075,0.030873256519882406
1.4871847542756682,-4.228226422799068,0.004990282197578865
4.068989098512386,-3.6224329357801537,0.014987352409447855
1.9825287042349231,1.844365499652893,0.03750323130261744
4.405515985555808,4.797331175296479,0.008668758938926263
